Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Salesperson,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
533,US-2015-100273,2015-01-03 16:04:18,2015-01-05 16:04:18,First Class,CUST-00243,Meera Nair,Corporate,United States,Raleigh,North Carolina,63869,South,FUR-BOO-003,Furniture,Bookcases,Bookcases Product 3,2412.464964628608,4,0.0,228.4204307656772
534,US-2015-100273,2015-01-03 16:04:18,2015-01-05 16:04:18,First Class,CUST-00243,Meera Nair,Corporate,United States,Raleigh,North Carolina,75106,South,OFF-ENV-007,Office Supplies,Envelopes,Envelopes Product 7,29.777756733771,1,0.1,4.237065907652044
535,US-2016-100274,2016-09-09 01:41:15,2016-09-11 01:41:15,Standard Class,CUST-00770,Neha Joshi,Corporate,United States,Columbus,Missouri,67076,Central,TEC-ACC-001,Technology,Accessories,Accessories Product 1,3038.1656746593967,3,0.2,-272.60334311562696
536,US-2017-100275,2014-06-15 07:54:10,2014-06-16 07:54:10,Second Class,CUST-00476,Rohan Gupta,Consumer,United States,New York City,Pennsylvania,54178,East,OFF-LAB-002,Office Supplies,Labels,Labels Product 2,217.30292574515047,4,0.0,42.49894251513442
537,US-2017-100275,2014-06-15 07:54:10,2014-06-16 07:54:10,Second Class,CUST-00476,Rohan Gupta,Consumer,United States,New York City,Pennsylvania,81283,East,FUR-FUR-005,Furniture,Furnishings,Furnishings Product 5,98.38920524569016,1,0.0,8.938047510581175
538,US-2017-100275,2014-06-15 07:54:10,2014-06-16 07:54:10,Second Class,CUST-00476,Rohan Gupta,Consumer,United States,New York City,Pennsylvania,82383,East,OFF-SUP-006,Office Supplies,Supplies,Supplies Product 6,344.748952342169,10,0.3,3.870283264414721
539,US-2014-100276,2015-05-31 08:24:36,2015-06-03 08:24:36,First Class,CUST-00440,Kabir Singh,Consumer,United States,Salt Lake City,Nevada,43440,West,OFF-STO-005,Office Supplies,Storage,Storage Product 5,34.753469980238904,5,0.3,-0.2313471863653841
540,US-2014-100276,2015-05-31 08:24:36,2015-06-03 08:24:36,First Class,CUST-00440,Kabir Singh,Consumer,United States,Salt Lake City,Nevada,60215,West,OFF-LAB-007,Office Supplies,Labels,Labels Product 7,518.6836389623307,6,0.2,53.55835954554923
541,US-2014-100276,2015-05-31 08:24:36,2015-06-03 08:24:36,First Class,CUST-00440,Kabir Singh,Consumer,United States,Salt Lake City,Nevada,68977,West,FUR-CHA-007,Furniture,Chairs,Chairs Product 7,353.5125183911489,6,0.0,52.003305499897216
542,US-2015-100277,2016-03-05 23:48:42,2016-03-07 23:48:42,Standard Class,CUST-00193,Kabir Singh,Home Office,United States,Salt Lake City,Utah,26733,West,TEC-COP-002,Technology,Copiers,Copiers Product 2,973.0141604221644,6,0.4,-97.29843208948944
543,US-2015-100277,2016-03-05 23:48:42,2016-03-07 23:48:42,Standard Class,CUST-00193,Kabir Singh,Home Office,United States,Salt Lake City,Utah,25518,West,TEC-MAC-003,Technology,Machines,Machines Product 3,2483.4100492881444,7,0.2,199.4405164229832
544,US-2015-100277,2016-03-05 23:48:42,2016-03-07 23:48:42,Standard Class,CUST-00193,Kabir Singh,Home Office,United States,Salt Lake City,Utah,88353,West,TEC-COP-004,Technology,Copiers,Copiers Product 4,279.8057884828034,2,0.1,20.931796704797986
545,US-2015-100277,2016-03-05 23:48:42,2016-03-07 23:48:42,Standard Class,CUST-00193,Kabir Singh,Home Office,United States,Salt Lake City,Utah,44869,West,TEC-ACC-007,Technology,Accessories,Accessories Product 7,404.2389285402832,4,0.15,-21.258856478143645
546,US-2015-100277,2016-03-05 23:48:42,2016-03-07 23:48:42,Standard Class,CUST-00193,Kabir Singh,Home Office,United States,Salt Lake City,Utah,29499,West,FUR-CHA-001,Furniture,Chairs,Chairs Product 1,372.22278782860735,1,0.05,-1.8647011842404235
547,US-2016-100278,2017-07-07 02:54:35,2017-07-10 02:54:35,Standard Class,CUST-00374,Neha Joshi,Home Office,United States,Cleveland,Texas,87718,Central,OFF-ART-004,Office Supplies,Art,Art Product 4,53.92930899388348,3,0.1,9.317806608122496
548,US-2016-100278,2017-07-07 02:54:35,2017-07-10 02:54:35,Standard Class,CUST-00374,Neha Joshi,Home Office,United States,Cleveland,Texas,20441,Central,OFF-ENV-007,Office Supplies,Envelopes,Envelopes Product 7,216.2194691147812,7,0.4,-39.84216877924581
549,US-2017-100279,2014-10-22 09:22:19,2014-10-24 09:22:19,Standard Class,CUST-00661,Vihaan Kumar,Corporate,United States,Dallas,Minnesota,22578,Central,FUR-CHA-007,Furniture,Chairs,Chairs Product 7,217.24883624722492,5,0.15,8.617824439057411
550,US-2014-100280,2015-05-20 04:53:39,2015-05-22 04:53:39,Standard Class,CUST-00366,Neha Joshi,Corporate,United States,Minneapolis,Wisconsin,95554,Central,OFF-SUP-007,Office Supplies,Supplies,Supplies Product 7,94.31738627689164,2,0.6,-24.29512365166111
551,US-2014-100280,2015-05-20 04:53:39,2015-05-22 04:53:39,Standard Class,CUST-00366,Neha Joshi,Corporate,United States,Minneapolis,Wisconsin,70965,Central,OFF-APP-001,Office Supplies,Appliances,Appliances Product 1,15.947480196631592,1,0.2,0.88357230354867
552,US-2014-100280,2015-05-20 04:53:39,2015-05-22 04:53:39,Standard Class,CUST-00366,Neha Joshi,Corporate,United States,Minneapolis,Wisconsin,31304,Central,OFF-STO-004,Office Supplies,Storage,Storage Product 4,16.596136453732047,1,0.2,-0.737172605858904
553,US-2015-100281,2015-10-14 18:37:32,2015-10-16 18:37:32,Standard Class,CUST-00154,Ananya Verma,Consumer,United States,Baltimore,Delaware,77819,East,FUR-TAB-006,Furniture,Tables,Tables Product 6,999.8824798438184,10,0.1,-15.524567668811754
554,US-2015-100281,2015-10-14 18:37:32,2015-10-16 18:37:32,Standard Class,CUST-00154,Ananya Verma,Consumer,United States,Baltimore,Delaware,63257,East,OFF-SUP-004,Office Supplies,Supplies,Supplies Product 4,93.51038345387526,3,0.05,10.125415938005265
555,US-2016-100282,2014-12-02 05:18:11,2014-12-06 05:18:11,Standard Class,CUST-00498,Diya Sharma,Consumer,United States,Portland,Nevada,59553,West,FUR-FUR-001,Furniture,Furnishings,Furnishings Product 1,155.91739039785946,2,0.0,32.952929205651
556,US-2016-100282,2014-12-02 05:18:11,2014-12-06 05:18:11,Standard Class,CUST-00498,Diya Sharma,Consumer,United States,Portland,Nevada,41630,West,FUR-TAB-004,Furniture,Tables,Tables Product 4,196.44595913536375,2,0.0,6.019951866274359
557,US-2016-100282,2014-12-02 05:18:11,2014-12-06 05:18:11,Standard Class,CUST-00498,Diya Sharma,Consumer,United States,Portland,Nevada,32755,West,FUR-CHA-003,Furniture,Chairs,Chairs Product 3,2143.7275214491888,7,0.2,-152.41655139513486
558,US-2017-100283,2014-06-22 14:23:04,2014-06-23 14:23:04,First Class,CUST-00533,Meera Nair,Consumer,United States,New Orleans,Georgia,51481,South,FUR-TAB-007,Furniture,Tables,Tables Product 7,140.2116788553368,2,0.3,-10.203524713547736
559,US-2017-100283,2014-06-22 14:23:04,2014-06-23 14:23:04,First Class,CUST-00533,Meera Nair,Consumer,United States,New Orleans,Georgia,77605,South,FUR-BOO-002,Furniture,Bookcases,Bookcases Product 2,186.1303859850195,2,0.2,-5.911742371302614
560,US-2014-100284,2017-02-09 15:56:22,2017-02-13 15:56:22,Standard Class,CUST-00457,Kavya Iyer,Consumer,United States,Nashville,Georgia,18519,South,OFF-SUP-003,Office Supplies,Supplies,Supplies Product 3,68.75180656667996,3,0.0,12.076688496025213
561,US-2014-100284,2017-02-09 15:56:22,2017-02-13 15:56:22,Standard Class,CUST-00457,Kavya Iyer,Consumer,United States,Nashville,Georgia,95370,South,TEC-MAC-004,Technology,Machines,Machines Product 4,1679.7719108860783,4,0.4,-47.32430087518878
562,US-2014-100284,2017-02-09 15:56:22,2017-02-13 15:56:22,Standard Class,CUST-00457,Kavya Iyer,Consumer,United States,Nashville,Georgia,83913,South,TEC-MAC-002,Technology,Machines,Machines Product 2,459.212025719785,4,0.3,5.043842584743056
563,US-2015-100285,2017-12-18 00:53:23,2017-12-20 00:53:23,Standard Class,CUST-00627,Ishita Kapoor,Corporate,United States,Richmond,Delaware,33650,East,TEC-PHO-006,Technology,Phones,Phones Product 6,1058.4534805152025,2,0.7,-491.16149876418456
564,US-2015-100285,2017-12-18 00:53:23,2017-12-20 00:53:23,Standard Class,CUST-00627,Ishita Kapoor,Corporate,United States,Richmond,Delaware,42688,East,TEC-ACC-007,Technology,Accessories,Accessories Product 7,520.8315129118599,4,0.05,113.81438212511696
565,US-2015-100285,2017-12-18 00:53:23,2017-12-20 00:53:23,Standard Class,CUST-00627,Ishita Kapoor,Corporate,United States,Richmond,Delaware,62529,East,TEC-MAC-007,Technology,Machines,Machines Product 7,1014.9649305109972,6,0.2,65.85025464683778
566,US-2015-100285,2017-12-18 00:53:23,2017-12-20 00:53:23,Standard Class,CUST-00627,Ishita Kapoor,Corporate,United States,Richmond,Delaware,41877,East,OFF-BIN-007,Office Supplies,Binders,Binders Product 7,187.5349353678645,3,0.0,35.402803812462295
567,US-2016-100286,2016-09-05 16:21:06,2016-09-09 16:21:06,Same Day,CUST-00112,Kabir Singh,Consumer,United States,Boise,Utah,73935,West,OFF-PAP-006,Office Supplies,Paper,Paper Product 6,91.0431319204086,2,0.0,19.37807402755466
568,US-2017-100287,2017-07-13 04:39:46,2017-07-17 04:39:46,First Class,CUST-00722,Ananya Verma,Consumer,United States,Newark,New York,54219,East,OFF-ART-005,Office Supplies,Art,Art Product 5,55.3973950004811,1,0.1,3.187818793636654
569,US-2017-100287,2017-07-13 04:39:46,2017-07-17 04:39:46,First Class,CUST-00722,Ananya Verma,Consumer,United States,Newark,New York,43829,East,TEC-PHO-008,Technology,Phones,Phones Product 8,101.16942889114206,1,0.2,9.796105689762818
570,US-2014-100288,2015-07-26 15:04:05,2015-07-28 15:04:05,Second Class,CUST-00023,Aditya Rao,Consumer,United States,Jacksonville,Kentucky,88732,South,OFF-ART-008,Office Supplies,Art,Art Product 8,36.34417321472316,2,0.4,-8.043892514514482
571,US-2015-100289,2017-06-17 18:30:04,2017-06-20 18:30:04,Second Class,CUST-00282,Arjun Patel,Consumer,United States,Houston,Ohio,42061,Central,OFF-PAP-006,Office Supplies,Paper,Paper Product 6,71.21114866922996,5,0.0,4.616010739534551
572,US-2015-100289,2017-06-17 18:30:04,2017-06-20 18:30:04,Second Class,CUST-00282,Arjun Patel,Consumer,United States,Houston,Ohio,29790,Central,FUR-TAB-002,Furniture,Tables,Tables Product 2,899.1179538052857,9,0.2,-145.39011220749543
573,US-2016-100290,2016-05-17 12:43:56,2016-05-18 12:43:56,Standard Class,CUST-00291,Vihaan Kumar,Corporate,United States,Houston,Illinois,61812,Central,FUR-BOO-004,Furniture,Bookcases,Bookcases Product 4,931.0907726907544,5,0.1,42.23473555483362
574,US-2017-100291,2017-07-01 00:56:27,2017-07-05 00:56:27,Standard Class,CUST-00362,Diya Sharma,Consumer,United States,San Diego,Oregon,66469,West,OFF-BIN-001,Office Supplies,Binders,Binders Product 1,187.2955300146948,3,0.0,37.082497679051706
575,US-2014-100292,2016-05-19 20:55:20,2016-05-21 20:55:20,Standard Class,CUST-00400,Diya Sharma,Consumer,United States,Los Angeles,Utah,53412,West,OFF-BIN-006,Office Supplies,Binders,Binders Product 6,93.865787581996,2,0.3,0.6210423312141115
576,US-2015-100293,2014-06-13 14:46:45,2014-06-15 14:46:45,First Class,CUST-00567,Diya Sharma,Corporate,United States,Phoenix,Utah,92870,West,TEC-ACC-006,Technology,Accessories,Accessories Product 6,534.2115899676713,2,0.1,99.8042267693578
577,US-2016-100294,2017-07-30 09:01:15,2017-08-02 09:01:15,Standard Class,CUST-00265,Kavya Iyer,Consumer,United States,Tampa,Tennessee,55629,South,OFF-BIN-003,Office Supplies,Binders,Binders Product 3,95.38466943236676,2,0.0,15.5855205875568
578,US-2016-100294,2017-07-30 09:01:15,2017-08-02 09:01:15,Standard Class,CUST-00265,Kavya Iyer,Consumer,United States,Tampa,Tennessee,90118,South,OFF-ART-007,Office Supplies,Art,Art Product 7,35.1419663536069,1,0.0,6.49796096009494
579,US-2016-100294,2017-07-30 09:01:15,2017-08-02 09:01:15,Standard Class,CUST-00265,Kavya Iyer,Consumer,United States,Tampa,Tennessee,60368,South,OFF-APP-004,Office Supplies,Appliances,Appliances Product 4,51.797476628678346,1,0.0,6.610809287354731
580,US-2017-100295,2014-10-03 01:58:11,2014-10-07 01:58:11,Second Class,CUST-00053,Ishita Kapoor,Consumer,United States,Baltimore,New Jersey,70832,East,FUR-TAB-007,Furniture,Tables,Tables Product 7,445.8715440651105,5,0.15,-31.66506843736529
581,US-2014-100296,2017-03-04 11:20:14,2017-03-05 11:20:14,Standard Class,CUST-00619,Arjun Patel,Corporate,United States,Detroit,Missouri,12777,Central,OFF-ENV-004,Office Supplies,Envelopes,Envelopes Product 4,77.26153455433342,2,0.2,5.328103932633566
582,US-2015-100297,2017-03-07 00:43:32,2017-03-10 00:43:32,Standard Class,CUST-00713,Kabir Singh,Consumer,United States,San Francisco,Utah,19809,West,OFF-LAB-004,Office Supplies,Labels,Labels Product 4,38.76668275888375,3,0.8,-12.845217283949165
583,US-2016-100298,2016-01-29 12:07:08,2016-01-31 12:07:08,Standard Class,CUST-00713,Meera Nair,Corporate,United States,Savannah,Louisiana,73414,South,OFF-ENV-004,Office Supplies,Envelopes,Envelopes Product 4,163.02379216456646,5,0.2,0.5304858545336423
584,US-2016-100298,2016-01-29 12:07:08,2016-01-31 12:07:08,Standard Class,CUST-00713,Meera Nair,Corporate,United States,Savannah,Louisiana,14885,South,OFF-ENV-008,Office Supplies,Envelopes,Envelopes Product 8,50.062346155168086,2,0.6,-18.84678785860027
585,US-2017-100299,2014-11-05 16:01:25,2014-11-07 16:01:25,First Class,CUST-00421,Arjun Patel,Corporate,United States,San Antonio,Indiana,47654,Central,OFF-FAS-004,Office Supplies,Fasteners,Fasteners Product 4,66.4593048815655,1,0.0,8.687294394847488
586,US-2017-100299,2014-11-05 16:01:25,2014-11-07 16:01:25,First Class,CUST-00421,Arjun Patel,Corporate,United States,San Antonio,Indiana,40620,Central,OFF-LAB-001,Office Supplies,Labels,Labels Product 1,73.96510904932016,4,0.0,15.79702981190342
587,US-2014-100300,2015-11-17 13:42:02,2015-11-20 13:42:02,Standard Class,CUST-00473,Aarav Mehta,Consumer,United States,Boise,Arizona,34326,West,OFF-ART-004,Office Supplies,Art,Art Product 4,22.556715836607072,3,0.15,1.6487477985836938
588,US-2015-100301,2015-03-11 18:02:58,2015-03-13 18:02:58,Standard Class,CUST-00729,Kavya Iyer,Consumer,United States,New Orleans,Louisiana,61552,South,OFF-PAP-006,Office Supplies,Paper,Paper Product 6,103.20465538349048,4,0.2,1.6879602565386906
589,US-2015-100301,2015-03-11 18:02:58,2015-03-13 18:02:58,Standard Class,CUST-00729,Kavya Iyer,Consumer,United States,New Orleans,Louisiana,23297,South,FUR-TAB-002,Furniture,Tables,Tables Product 2,216.9233510262455,2,0.1,3.9339933809036376
590,US-2015-100301,2015-03-11 18:02:58,2015-03-13 18:02:58,Standard Class,CUST-00729,Kavya Iyer,Consumer,United States,New Orleans,Louisiana,46544,South,OFF-APP-005,Office Supplies,Appliances,Appliances Product 5,580.5255000539803,7,0.0,84.12479908278218
591,US-2016-100302,2014-12-29 01:11:35,2014-12-31 01:11:35,Standard Class,CUST-00242,Aarav Mehta,Home Office,United States,Las Vegas,Utah,47819,West,OFF-LAB-007,Office Supplies,Labels,Labels Product 7,265.628275387724,4,0.0,39.27499007205708
592,US-2016-100302,2014-12-29 01:11:35,2014-12-31 01:11:35,Standard Class,CUST-00242,Aarav Mehta,Home Office,United States,Las Vegas,Utah,60917,West,FUR-TAB-007,Furniture,Tables,Tables Product 7,413.5162786633514,4,0.3,-83.01467830799353
593,US-2016-100302,2014-12-29 01:11:35,2014-12-31 01:11:35,Standard Class,CUST-00242,Aarav Mehta,Home Office,United States,Las Vegas,Utah,60291,West,FUR-BOO-006,Furniture,Bookcases,Bookcases Product 6,699.9699298958919,6,0.4,-174.7506372051548
594,US-2017-100303,2014-01-28 07:55:31,2014-02-01 07:55:31,Standard Class,CUST-00353,Aarav Mehta,Consumer,United States,Boise,Oregon,97681,West,OFF-ART-008,Office Supplies,Art,Art Product 8,54.72384697670712,3,0.3,-1.2981093848515532
595,US-2014-100304,2016-09-11 07:27:03,2016-09-12 07:27:03,Second Class,CUST-00387,Kabir Singh,Home Office,United States,Las Vegas,Washington,15504,West,TEC-ACC-002,Technology,Accessories,Accessories Product 2,395.2093237253287,3,0.3,-14.83636907141179
596,US-2015-100305,2017-07-15 11:16:57,2017-07-18 11:16:57,Standard Class,CUST-00177,Aditya Rao,Consumer,United States,New Orleans,North Carolina,32289,South,FUR-CHA-005,Furniture,Chairs,Chairs Product 5,575.3497685156201,3,0.1,17.87889603713132
597,US-2015-100305,2017-07-15 11:16:57,2017-07-18 11:16:57,Standard Class,CUST-00177,Aditya Rao,Consumer,United States,New Orleans,North Carolina,58573,South,OFF-SUP-004,Office Supplies,Supplies,Supplies Product 4,21.421266022228853,3,0.6,-6.297386676533461
598,US-2016-100306,2017-03-17 08:27:05,2017-03-18 08:27:05,Standard Class,CUST-00474,Meera Nair,Corporate,United States,Jacksonville,North Carolina,53209,South,OFF-APP-006,Office Supplies,Appliances,Appliances Product 6,380.5843309892384,4,0.6,-140.4099492178355
599,US-2016-100306,2017-03-17 08:27:05,2017-03-18 08:27:05,Standard Class,CUST-00474,Meera Nair,Corporate,United States,Jacksonville,North Carolina,35875,South,FUR-BOO-005,Furniture,Bookcases,Bookcases Product 5,247.85542691329763,1,0.5,-93.17846426625512
600,US-2017-100307,2015-12-12 14:04:31,2015-12-12 14:04:31,First Class,CUST-00572,Ishita Kapoor,Corporate,United States,Buffalo,Massachusetts,80762,East,FUR-FUR-001,Furniture,Furnishings,Furnishings Product 1,822.2981611507603,3,0.0,128.1650075489646
601,US-2017-100307,2015-12-12 14:04:31,2015-12-12 14:04:31,First Class,CUST-00572,Ishita Kapoor,Corporate,United States,Buffalo,Massachusetts,11286,East,TEC-COP-006,Technology,Copiers,Copiers Product 6,412.0183572950857,3,0.0,137.66973745448195
602,US-2017-100307,2015-12-12 14:04:31,2015-12-12 14:04:31,First Class,CUST-00572,Ishita Kapoor,Corporate,United States,Buffalo,Massachusetts,34771,East,OFF-STO-005,Office Supplies,Storage,Storage Product 5,358.14782206943204,6,0.1,43.48220829225644
603,US-2014-100308,2014-02-20 07:55:30,2014-02-21 07:55:30,Standard Class,CUST-00404,Neha Joshi,Home Office,United States,Dallas,Michigan,40860,Central,TEC-PHO-005,Technology,Phones,Phones Product 5,269.5072405627441,6,0.3,3.9356759802516095
604,US-2015-100309,2015-04-30 05:33:13,2015-05-03 05:33:13,Standard Class,CUST-00035,Neha Joshi,Consumer,United States,Milwaukee,Indiana,93425,Central,OFF-APP-006,Office Supplies,Appliances,Appliances Product 6,352.7131259317909,9,0.0,59.0620925225247
605,US-2015-100309,2015-04-30 05:33:13,2015-05-03 05:33:13,Standard Class,CUST-00035,Neha Joshi,Consumer,United States,Milwaukee,Indiana,16670,Central,TEC-PHO-007,Technology,Phones,Phones Product 7,240.35126838121965,2,0.0,34.88597126759618
606,US-2016-100310,2016-04-16 09:47:02,2016-04-19 09:47:02,Standard Class,CUST-00357,Neha Joshi,Consumer,United States,Chicago,Texas,88636,Central,OFF-BIN-005,Office Supplies,Binders,Binders Product 5,81.68054981962113,2,0.0,17.621927381354705
607,US-2016-100310,2016-04-16 09:47:02,2016-04-19 09:47:02,Standard Class,CUST-00357,Neha Joshi,Consumer,United States,Chicago,Texas,63559,Central,OFF-SUP-002,Office Supplies,Supplies,Supplies Product 2,42.9647296713708,3,0.2,-3.045047361216807
608,US-2016-100310,2016-04-16 09:47:02,2016-04-19 09:47:02,Standard Class,CUST-00357,Neha Joshi,Consumer,United States,Chicago,Texas,76074,Central,OFF-LAB-002,Office Supplies,Labels,Labels Product 2,23.22554487365728,2,0.4,-4.125197912431596
609,US-2017-100311,2017-02-20 12:06:02,2017-02-20 12:06:02,Standard Class,CUST-00557,Diya Sharma,Consumer,United States,Seattle,Washington,72939,West,TEC-ACC-005,Technology,Accessories,Accessories Product 5,1847.9329477243457,4,0.2,212.7920262131097
610,US-2017-100311,2017-02-20 12:06:02,2017-02-20 12:06:02,Standard Class,CUST-00557,Diya Sharma,Consumer,United States,Seattle,Washington,34214,West,TEC-MAC-006,Technology,Machines,Machines Product 6,855.5954948010908,3,0.4,-23.694418018845624
611,US-2014-100312,2017-10-16 04:34:20,2017-10-17 04:34:20,Standard Class,CUST-00606,Ananya Verma,Home Office,United States,Hartford,Maryland,25802,East,OFF-PAP-006,Office Supplies,Paper,Paper Product 6,93.91374225668366,3,0.4,-19.2831544851316
612,US-2015-100313,2015-05-19 06:54:19,2015-05-24 06:54:19,Second Class,CUST-00326,Arjun Patel,Consumer,United States,San Antonio,Indiana,59249,Central,OFF-STO-004,Office Supplies,Storage,Storage Product 4,73.65434912826765,2,0.2,0.930685710226982
613,US-2015-100313,2015-05-19 06:54:19,2015-05-24 06:54:19,Second Class,CUST-00326,Arjun Patel,Consumer,United States,San Antonio,Indiana,35257,Central,OFF-BIN-005,Office Supplies,Binders,Binders Product 5,41.65994722859054,5,0.4,-4.096585549937762
614,US-2016-100314,2016-12-05 08:53:28,2016-12-06 08:53:28,Second Class,CUST-00043,Kabir Singh,Home Office,United States,Seattle,California,23156,West,TEC-MAC-001,Technology,Machines,Machines Product 1,484.96197515574994,4,0.0,116.56653510117394
615,US-2016-100314,2016-12-05 08:53:28,2016-12-06 08:53:28,Second Class,CUST-00043,Kabir Singh,Home Office,United States,Seattle,California,89475,West,TEC-COP-002,Technology,Copiers,Copiers Product 2,5360.66010671368,6,0.3,-243.1651556026486
616,US-2017-100315,2017-03-15 18:57:23,2017-03-19 18:57:23,Standard Class,CUST-00319,Ishita Kapoor,Consumer,United States,New York City,Maryland,33582,East,TEC-COP-005,Technology,Copiers,Copiers Product 5,191.6186072545597,3,0.15,34.01335276598776
617,US-2014-100316,2017-08-30 05:59:19,2017-08-31 05:59:19,Second Class,CUST-00737,Neha Joshi,Consumer,United States,Minneapolis,Missouri,67673,Central,OFF-ENV-008,Office Supplies,Envelopes,Envelopes Product 8,23.363219258188305,1,0.15,1.783851363609721
618,US-2014-100316,2017-08-30 05:59:19,2017-08-31 05:59:19,Second Class,CUST-00737,Neha Joshi,Consumer,United States,Minneapolis,Missouri,32235,Central,TEC-COP-005,Technology,Copiers,Copiers Product 5,902.0896541320844,10,0.2,50.04835518555733
619,US-2015-100317,2017-07-05 09:03:14,2017-07-08 09:03:14,Standard Class,CUST-00657,Diya Sharma,Consumer,United States,Salt Lake City,Arizona,81282,West,FUR-BOO-002,Furniture,Bookcases,Bookcases Product 2,204.14670387163545,1,0.0,30.28850661122527
620,US-2015-100317,2017-07-05 09:03:14,2017-07-08 09:03:14,Standard Class,CUST-00657,Diya Sharma,Consumer,United States,Salt Lake City,Arizona,91711,West,OFF-LAB-004,Office Supplies,Labels,Labels Product 4,59.27939811987024,2,0.15,4.563907414192806
621,US-2016-100318,2016-09-17 02:07:43,2016-09-19 02:07:43,Standard Class,CUST-00471,Kavya Iyer,Corporate,United States,Orlando,Louisiana,87942,South,TEC-ACC-008,Technology,Accessories,Accessories Product 8,1374.5079812058652,6,0.15,148.41109364229783
622,US-2017-100319,2015-08-07 06:31:02,2015-08-11 06:31:02,First Class,CUST-00268,Kabir Singh,Home Office,United States,San Diego,Utah,93538,West,OFF-LAB-002,Office Supplies,Labels,Labels Product 2,74.04135936586461,4,0.0,12.161752100777132
623,US-2014-100320,2014-12-01 04:53:06,2014-12-04 04:53:06,Standard Class,CUST-00524,Kavya Iyer,Consumer,United States,Atlanta,North Carolina,46699,South,TEC-ACC-007,Technology,Accessories,Accessories Product 7,565.2509495194153,2,0.1,50.619434109244686
624,US-2014-100320,2014-12-01 04:53:06,2014-12-04 04:53:06,Standard Class,CUST-00524,Kavya Iyer,Consumer,United States,Atlanta,North Carolina,64909,South,TEC-COP-002,Technology,Copiers,Copiers Product 2,462.76982366420617,2,0.1,77.1556607436297
625,US-2015-100321,2017-02-21 16:40:43,2017-02-23 16:40:43,Standard Class,CUST-00024,Kabir Singh,Home Office,United States,Salt Lake City,Arizona,54404,West,OFF-ENV-006,Office Supplies,Envelopes,Envelopes Product 6,110.99553925071883,5,0.1,15.38049987903742
626,US-2016-100322,2014-09-27 03:30:22,2014-09-28 03:30:22,First Class,CUST-00772,Diya Sharma,Consumer,United States,Seattle,Colorado,31329,West,OFF-LAB-001,Office Supplies,Labels,Labels Product 1,119.517565306004,4,0.0,12.832242835169383
627,US-2017-100323,2015-10-13 22:49:02,2015-10-16 22:49:02,Standard Class,CUST-00639,Kabir Singh,Corporate,United States,Fresno,Oregon,74755,West,OFF-ENV-005,Office Supplies,Envelopes,Envelopes Product 5,202.63558414581647,9,0.4,-33.186908169006855
628,US-2014-100324,2014-07-28 11:29:58,2014-07-31 11:29:58,Standard Class,CUST-00550,Arjun Patel,Corporate,United States,Indianapolis,Texas,64752,Central,OFF-PAP-002,Office Supplies,Paper,Paper Product 2,92.09555374392492,5,0.0,16.812428937613337
629,US-2015-100325,2016-01-16 04:42:53,2016-01-16 04:42:53,Second Class,CUST-00156,Neha Joshi,Consumer,United States,Detroit,Ohio,71863,Central,TEC-ACC-008,Technology,Accessories,Accessories Product 8,389.3665872855167,4,0.4,-62.13065820396607
630,US-2016-100326,2016-04-17 05:39:22,2016-04-17 05:39:22,Second Class,CUST-00184,Aarav Mehta,Consumer,United States,San Diego,Idaho,22646,West,OFF-ART-001,Office Supplies,Art,Art Product 1,491.1118991764074,6,0.2,-12.14335254511318
631,US-2017-100327,2015-09-28 00:08:57,2015-10-02 00:08:57,First Class,CUST-00173,Kabir Singh,Consumer,United States,Tucson,Colorado,21254,West,TEC-MAC-006,Technology,Machines,Machines Product 6,1146.2724923806995,6,0.15,220.76240968094507
632,US-2017-100327,2015-09-28 00:08:57,2015-10-02 00:08:57,First Class,CUST-00173,Kabir Singh,Consumer,United States,Tucson,Colorado,29459,West,OFF-SUP-001,Office Supplies,Supplies,Supplies Product 1,44.79243557796875,2,0.1,5.8849395920180765
633,US-2017-100327,2015-09-28 00:08:57,2015-10-02 00:08:57,First Class,CUST-00173,Kabir Singh,Consumer,United States,Tucson,Colorado,32031,West,OFF-SUP-001,Office Supplies,Supplies,Supplies Product 1,98.27978592211171,1,0.7,-41.68199886806882
634,US-2014-100328,2015-12-18 13:48:25,2015-12-19 13:48:25,Standard Class,CUST-00393,Arjun Patel,Consumer,United States,Houston,Michigan,63168,Central,OFF-ENV-001,Office Supplies,Envelopes,Envelopes Product 1,269.54201292521503,8,0.0,34.02028440572395
635,US-2015-100329,2015-01-12 04:22:50,2015-01-15 04:22:50,Standard Class,CUST-00185,Ishita Kapoor,Home Office,United States,Jersey City,Pennsylvania,89295,East,TEC-MAC-005,Technology,Machines,Machines Product 5,477.3778578408445,2,0.0,124.56810745888438
636,US-2015-100329,2015-01-12 04:22:50,2015-01-15 04:22:50,Standard Class,CUST-00185,Ishita Kapoor,Home Office,United States,Jersey City,Pennsylvania,36668,East,OFF-LAB-003,Office Supplies,Labels,Labels Product 3,65.66172200189494,1,0.3,-1.9188613561687704
637,US-2016-100330,2017-07-31 02:40:10,2017-08-02 02:40:10,Standard Class,CUST-00280,Arjun Patel,Home Office,United States,Springfield,Missouri,19306,Central,FUR-BOO-003,Furniture,Bookcases,Bookcases Product 3,1575.3727332951405,6,0.15,164.04553813925924
