Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Salesperson,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,Profit Margin %,Order Year,Order Month,Order Month Number,Order Year-Month,Shipping Days
757,US-2016-100390,2015-03-12 16:51:56,2015-03-13 16:51:56,Standard Class,CUST-00000,Aarav Mehta,Corporate,United States,Portland,Idaho,33118,West,FUR-BOO-001,Furniture,Bookcases,Bookcases Product 1,444.359400072956,3,0.0,50.94796488288509,2015,11.465486017516525,2015,Mar,3,2015-03,1
758,US-2016-100390,2015-03-12 16:51:56,2015-03-13 16:51:56,Standard Class,CUST-00000,Aarav Mehta,Corporate,United States,Portland,Idaho,53513,West,TEC-PHO-001,Technology,Phones,Phones Product 1,435.65553490000383,1,0.0,90.32508182593348,2015,20.733142262651576,2015,Mar,3,2015-03,1
759,US-2017-100391,2017-08-20 03:10:14,2017-08-22 03:10:14,Standard Class,CUST-00136,Rohan Gupta,Consumer,United States,Boston,Maryland,43516,East,OFF-APP-007,Office Supplies,Appliances,Appliances Product 7,39.53478812889664,2,0.4,-2.5380684537571896,2017,-6.419835729186753,2017,Aug,8,2017-08,2
760,US-2017-100391,2017-08-20 03:10:14,2017-08-22 03:10:14,Standard Class,CUST-00136,Rohan Gupta,Consumer,United States,Boston,Maryland,57949,East,OFF-BIN-001,Office Supplies,Binders,Binders Product 1,572.8532224042087,7,0.2,7.603821118117547,2017,1.3273594038984464,2017,Aug,8,2017-08,2
761,US-2014-100392,2014-09-30 12:56:17,2014-10-02 12:56:17,First Class,CUST-00150,Arjun Patel,Consumer,United States,San Antonio,Wisconsin,25307,Central,FUR-CHA-002,Furniture,Chairs,Chairs Product 2,2385.266855381207,8,0.15,197.0085589831351,2014,8.259392802892476,2014,Sep,9,2014-09,2
762,US-2014-100392,2014-09-30 12:56:17,2014-10-02 12:56:17,First Class,CUST-00150,Arjun Patel,Consumer,United States,San Antonio,Wisconsin,84032,Central,OFF-FAS-006,Office Supplies,Fasteners,Fasteners Product 6,22.3356853525968,2,0.2,0.2581264559626745,2014,1.1556683929229155,2014,Sep,9,2014-09,2
763,US-2014-100392,2014-09-30 12:56:17,2014-10-02 12:56:17,First Class,CUST-00150,Arjun Patel,Consumer,United States,San Antonio,Wisconsin,55606,Central,TEC-PHO-003,Technology,Phones,Phones Product 3,325.88944044432424,2,0.0,61.48105203704208,2014,18.86561649656938,2014,Sep,9,2014-09,2
764,US-2014-100392,2014-09-30 12:56:17,2014-10-02 12:56:17,First Class,CUST-00150,Arjun Patel,Consumer,United States,San Antonio,Wisconsin,25895,Central,FUR-CHA-001,Furniture,Chairs,Chairs Product 1,415.0480751665461,3,0.0,70.72825180776374,2014,17.040978151599102,2014,Sep,9,2014-09,2
765,US-2015-100393,2016-12-31 18:27:39,2017-01-04 18:27:39,Standard Class,CUST-00179,Aarav Mehta,Consumer,United States,Denver,Idaho,98665,West,OFF-SUP-007,Office Supplies,Supplies,Supplies Product 7,284.04381646368495,7,0.0,33.808064917909704,2016,11.90241186687902,2016,Dec,12,2016-12,4
766,US-2016-100394,2016-05-06 13:34:34,2016-05-09 13:34:34,Standard Class,CUST-00743,Meera Nair,Consumer,United States,Charleston,North Carolina,95013,South,TEC-MAC-007,Technology,Machines,Machines Product 7,1210.6092623031914,6,0.3,135.15801662854776,2016,11.164462460117711,2016,May,5,2016-05,3
767,US-2016-100394,2016-05-06 13:34:34,2016-05-09 13:34:34,Standard Class,CUST-00743,Meera Nair,Consumer,United States,Charleston,North Carolina,33758,South,FUR-FUR-001,Furniture,Furnishings,Furnishings Product 1,194.9982477575817,1,0.3,-15.664111920516763,2016,-8.032950090910614,2016,May,5,2016-05,3
768,US-2017-100395,2014-01-29 10:11:58,2014-01-30 10:11:58,First Class,CUST-00486,Rohan Gupta,Corporate,United States,New York City,Virginia,55840,East,OFF-SUP-005,Office Supplies,Supplies,Supplies Product 5,204.40213915167297,2,0.0,35.01064001405338,2014,17.128313900900206,2014,Jan,1,2014-01,1
769,US-2017-100395,2014-01-29 10:11:58,2014-01-30 10:11:58,First Class,CUST-00486,Rohan Gupta,Corporate,United States,New York City,Virginia,89664,East,OFF-BIN-005,Office Supplies,Binders,Binders Product 5,140.10247574567364,4,0.0,24.323242152061592,2014,17.361036643074947,2014,Jan,1,2014-01,1
770,US-2014-100396,2014-04-04 04:57:28,2014-04-10 04:57:28,Standard Class,CUST-00699,Kavya Iyer,Corporate,United States,Miami,North Carolina,51738,South,OFF-PAP-001,Office Supplies,Paper,Paper Product 1,243.4722603478668,5,0.2,24.95254795089756,2014,10.24862048565451,2014,Apr,4,2014-04,6
771,US-2014-100396,2014-04-04 04:57:28,2014-04-10 04:57:28,Standard Class,CUST-00699,Kavya Iyer,Corporate,United States,Miami,North Carolina,20804,South,FUR-TAB-008,Furniture,Tables,Tables Product 8,2789.907789970825,4,0.1,-284.6780732990468,2014,-10.203852411266388,2014,Apr,4,2014-04,6
772,US-2015-100397,2014-05-22 03:18:49,2014-05-24 03:18:49,Standard Class,CUST-00017,Aditya Rao,Consumer,United States,Atlanta,Kentucky,62924,South,OFF-FAS-006,Office Supplies,Fasteners,Fasteners Product 6,98.09891273335435,2,0.05,13.53734345344336,2014,13.799687556415252,2014,May,5,2014-05,2
773,US-2016-100398,2014-06-12 12:33:28,2014-06-18 12:33:28,Standard Class,CUST-00224,Vihaan Kumar,Consumer,United States,St. Louis,Ohio,58203,Central,OFF-LAB-008,Office Supplies,Labels,Labels Product 8,46.60876781548932,3,0.15,3.774567235916501,2014,8.098405971294767,2014,Jun,6,2014-06,6
774,US-2016-100398,2014-06-12 12:33:28,2014-06-18 12:33:28,Standard Class,CUST-00224,Vihaan Kumar,Consumer,United States,St. Louis,Ohio,24576,Central,OFF-LAB-002,Office Supplies,Labels,Labels Product 2,6.525156347203363,1,0.5,-2.0890090583240584,2014,-32.01469738298904,2014,Jun,6,2014-06,6
775,US-2017-100399,2017-12-23 22:28:44,2017-12-29 22:28:44,Standard Class,CUST-00104,Kavya Iyer,Corporate,United States,Tampa,Georgia,81153,South,FUR-FUR-002,Furniture,Furnishings,Furnishings Product 2,109.56240870145145,1,0.0,22.39002686483299,2017,20.435865850525403,2017,Dec,12,2017-12,6
776,US-2017-100399,2017-12-23 22:28:44,2017-12-29 22:28:44,Standard Class,CUST-00104,Kavya Iyer,Corporate,United States,Tampa,Georgia,30634,South,TEC-COP-004,Technology,Copiers,Copiers Product 4,518.0425465550808,4,0.0,77.23668359670822,2017,14.909332082919185,2017,Dec,12,2017-12,6
777,US-2014-100400,2017-08-25 11:56:02,2017-08-26 11:56:02,Standard Class,CUST-00717,Vihaan Kumar,Corporate,United States,Detroit,Missouri,37504,Central,OFF-ART-006,Office Supplies,Art,Art Product 6,72.04714051088649,1,0.3,-4.1334342651368,2017,-5.73712466008589,2017,Aug,8,2017-08,1
778,US-2014-100400,2017-08-25 11:56:02,2017-08-26 11:56:02,Standard Class,CUST-00717,Vihaan Kumar,Corporate,United States,Detroit,Missouri,81735,Central,OFF-APP-008,Office Supplies,Appliances,Appliances Product 8,46.46872959637567,1,0.0,11.717018684738928,2017,25.214846169697736,2017,Aug,8,2017-08,1
779,US-2015-100401,2015-12-09 00:29:20,2015-12-11 00:29:20,Second Class,CUST-00697,Kavya Iyer,Home Office,United States,New Orleans,Louisiana,47958,South,FUR-BOO-001,Furniture,Bookcases,Bookcases Product 1,297.289920530911,3,0.05,18.56013969509297,2015,6.243110988071042,2015,Dec,12,2015-12,2
780,US-2016-100402,2014-10-22 20:44:19,2014-10-24 20:44:19,Standard Class,CUST-00064,Aarav Mehta,Consumer,United States,Tucson,Washington,12369,West,FUR-FUR-003,Furniture,Furnishings,Furnishings Product 3,1179.0815645264438,9,0.0,142.33011381774966,2014,12.071269545708986,2014,Oct,10,2014-10,2
781,US-2017-100403,2015-05-03 06:51:57,2015-05-06 06:51:57,Second Class,CUST-00332,Ananya Verma,Corporate,United States,Newark,Delaware,48148,East,OFF-LAB-002,Office Supplies,Labels,Labels Product 2,131.10810516612173,3,0.1,3.784803952768048,2015,2.8867810635905973,2015,May,5,2015-05,3
782,US-2017-100403,2015-05-03 06:51:57,2015-05-06 06:51:57,Second Class,CUST-00332,Ananya Verma,Corporate,United States,Newark,Delaware,34434,East,FUR-FUR-002,Furniture,Furnishings,Furnishings Product 2,518.4343675796512,2,0.1,16.18077588888317,2015,3.1210847314047307,2015,May,5,2015-05,3
783,US-2014-100404,2014-10-10 00:09:49,2014-10-12 00:09:49,Second Class,CUST-00371,Arjun Patel,Consumer,United States,Springfield,Texas,95183,Central,OFF-STO-002,Office Supplies,Storage,Storage Product 2,26.401100468504534,1,0.6,-5.105823789930768,2014,-19.339435475509113,2014,Oct,10,2014-10,2
784,US-2014-100404,2014-10-10 00:09:49,2014-10-12 00:09:49,Second Class,CUST-00371,Arjun Patel,Consumer,United States,Springfield,Texas,41851,Central,FUR-TAB-008,Furniture,Tables,Tables Product 8,161.1886427652541,2,0.0,0.4896069869226494,2014,0.3037478190294617,2014,Oct,10,2014-10,2
785,US-2015-100405,2014-04-03 01:47:09,2014-04-09 01:47:09,Second Class,CUST-00206,Ishita Kapoor,Consumer,United States,New York City,Pennsylvania,72675,East,TEC-COP-005,Technology,Copiers,Copiers Product 5,1703.233623432518,3,0.6,-400.2956779064264,2014,-23.50210049868042,2014,Apr,4,2014-04,6
786,US-2015-100405,2014-04-03 01:47:09,2014-04-09 01:47:09,Second Class,CUST-00206,Ishita Kapoor,Consumer,United States,New York City,Pennsylvania,62173,East,OFF-STO-008,Office Supplies,Storage,Storage Product 8,242.17988255980745,7,0.0,54.12049093561354,2014,22.34722816923005,2014,Apr,4,2014-04,6
787,US-2015-100405,2014-04-03 01:47:09,2014-04-09 01:47:09,Second Class,CUST-00206,Ishita Kapoor,Consumer,United States,New York City,Pennsylvania,38125,East,OFF-BIN-001,Office Supplies,Binders,Binders Product 1,65.29916819592646,3,0.6,-20.354884616014186,2014,-31.17173645296753,2014,Apr,4,2014-04,6
788,US-2015-100405,2014-04-03 01:47:09,2014-04-09 01:47:09,Second Class,CUST-00206,Ishita Kapoor,Consumer,United States,New York City,Pennsylvania,57031,East,OFF-ENV-008,Office Supplies,Envelopes,Envelopes Product 8,840.4779674179465,10,0.1,84.76063033367579,2014,10.084812882611432,2014,Apr,4,2014-04,6
789,US-2016-100406,2017-12-12 13:37:20,2017-12-15 13:37:20,Standard Class,CUST-00228,Neha Joshi,Corporate,United States,Dallas,Illinois,45886,Central,OFF-LAB-003,Office Supplies,Labels,Labels Product 3,222.30170538938768,3,0.0,48.12864675360324,2017,21.650147338861046,2017,Dec,12,2017-12,3
790,US-2016-100406,2017-12-12 13:37:20,2017-12-15 13:37:20,Standard Class,CUST-00228,Neha Joshi,Corporate,United States,Dallas,Illinois,44118,Central,OFF-APP-004,Office Supplies,Appliances,Appliances Product 4,91.14828756237917,2,0.2,8.148545350453512,2017,8.93987760864612,2017,Dec,12,2017-12,3
791,US-2016-100406,2017-12-12 13:37:20,2017-12-15 13:37:20,Standard Class,CUST-00228,Neha Joshi,Corporate,United States,Dallas,Illinois,71978,Central,OFF-APP-005,Office Supplies,Appliances,Appliances Product 5,35.23496055750448,1,0.4,-6.137544865833539,2017,-17.418906588009055,2017,Dec,12,2017-12,3
792,US-2016-100406,2017-12-12 13:37:20,2017-12-15 13:37:20,Standard Class,CUST-00228,Neha Joshi,Corporate,United States,Dallas,Illinois,69787,Central,TEC-MAC-005,Technology,Machines,Machines Product 5,128.77127947422994,2,0.5,-22.168662552832664,2017,-17.215533342020663,2017,Dec,12,2017-12,3
793,US-2017-100407,2015-09-18 17:13:38,2015-09-19 17:13:38,Standard Class,CUST-00580,Aditya Rao,Home Office,United States,Memphis,South Carolina,36906,South,TEC-ACC-006,Technology,Accessories,Accessories Product 6,952.357199655331,3,0.6,-297.7900974626915,2015,-31.26874008727662,2015,Sep,9,2015-09,1
794,US-2017-100407,2015-09-18 17:13:38,2015-09-19 17:13:38,Standard Class,CUST-00580,Aditya Rao,Home Office,United States,Memphis,South Carolina,92392,South,OFF-BIN-002,Office Supplies,Binders,Binders Product 2,184.94646585781737,5,0.2,7.036009725133081,2015,3.8043493788857825,2015,Sep,9,2015-09,1
795,US-2014-100408,2015-12-09 20:21:35,2015-12-10 20:21:35,First Class,CUST-00141,Kabir Singh,Consumer,United States,Salt Lake City,Idaho,42106,West,FUR-BOO-001,Furniture,Bookcases,Bookcases Product 1,128.92909142472016,1,0.0,14.488529250253537,2015,11.237595092115562,2015,Dec,12,2015-12,1
796,US-2015-100409,2016-10-10 14:10:53,2016-10-13 14:10:53,Standard Class,CUST-00717,Vihaan Kumar,Corporate,United States,San Antonio,Ohio,30002,Central,OFF-BIN-005,Office Supplies,Binders,Binders Product 5,122.85274577556535,6,0.5,-8.187176501315953,2016,-6.664219386901429,2016,Oct,10,2016-10,3
797,US-2015-100409,2016-10-10 14:10:53,2016-10-13 14:10:53,Standard Class,CUST-00717,Vihaan Kumar,Corporate,United States,San Antonio,Ohio,23135,Central,OFF-BIN-004,Office Supplies,Binders,Binders Product 4,62.17900880460351,1,0.0,7.665810459596525,2016,12.328614764005334,2016,Oct,10,2016-10,3
798,US-2016-100410,2015-06-30 17:55:41,2015-07-01 17:55:41,Standard Class,CUST-00685,Kabir Singh,Corporate,United States,Tucson,Washington,36608,West,OFF-ENV-005,Office Supplies,Envelopes,Envelopes Product 5,70.4661358858572,3,0.0,12.230985079258824,2015,17.357252424158574,2015,Jun,6,2015-06,1
799,US-2017-100411,2014-06-26 09:14:27,2014-06-29 09:14:27,Second Class,CUST-00708,Ishita Kapoor,Consumer,United States,Newark,New Jersey,92373,East,FUR-FUR-006,Furniture,Furnishings,Furnishings Product 6,299.6352077638094,3,0.0,33.51498790904678,2014,11.185263627452393,2014,Jun,6,2014-06,3
800,US-2014-100412,2017-07-01 18:15:56,2017-07-03 18:15:56,First Class,CUST-00330,Ishita Kapoor,Home Office,United States,Newark,New Jersey,13386,East,TEC-PHO-003,Technology,Phones,Phones Product 3,1516.8975002431423,4,0.4,-102.68839244808224,2017,-6.769632913998631,2017,Jul,7,2017-07,2
801,US-2014-100412,2017-07-01 18:15:56,2017-07-03 18:15:56,First Class,CUST-00330,Ishita Kapoor,Home Office,United States,Newark,New Jersey,57718,East,FUR-FUR-006,Furniture,Furnishings,Furnishings Product 6,65.34333868737478,1,0.15,0.7165263060008783,2017,1.0965560076888463,2017,Jul,7,2017-07,2
802,US-2015-100413,2017-12-07 21:05:48,2017-12-09 21:05:48,Standard Class,CUST-00708,Kabir Singh,Consumer,United States,Tucson,Arizona,65695,West,OFF-FAS-008,Office Supplies,Fasteners,Fasteners Product 8,291.74532205114014,7,0.0,72.46465525951926,2017,24.838326369742752,2017,Dec,12,2017-12,2
803,US-2015-100413,2017-12-07 21:05:48,2017-12-09 21:05:48,Standard Class,CUST-00708,Kabir Singh,Consumer,United States,Tucson,Arizona,43677,West,TEC-PHO-003,Technology,Phones,Phones Product 3,397.6028556609153,2,0.0,91.57522545635288,2017,23.031832933929003,2017,Dec,12,2017-12,2
804,US-2016-100414,2016-11-29 14:38:06,2016-11-29 14:38:06,Second Class,CUST-00739,Ananya Verma,Corporate,United States,Worcester,Delaware,60472,East,OFF-FAS-006,Office Supplies,Fasteners,Fasteners Product 6,446.7190694337375,8,0.0,94.50888529342188,2016,21.15622362242598,2016,Nov,11,2016-11,0
805,US-2017-100415,2015-12-27 02:29:01,2015-12-30 02:29:01,Standard Class,CUST-00270,Rohan Gupta,Consumer,United States,Buffalo,New Jersey,29888,East,OFF-BIN-001,Office Supplies,Binders,Binders Product 1,114.1996066643755,4,0.05,10.228566165688983,2015,8.956743779118268,2015,Dec,12,2015-12,3
806,US-2014-100416,2015-02-16 06:47:19,2015-02-17 06:47:19,Standard Class,CUST-00710,Aarav Mehta,Consumer,United States,Portland,Nevada,94565,West,OFF-ART-006,Office Supplies,Art,Art Product 6,139.68073276647434,5,0.1,10.567858438722034,2015,7.565723796989196,2015,Feb,2,2015-02,1
807,US-2015-100417,2016-04-27 19:47:36,2016-04-30 19:47:36,Second Class,CUST-00324,Arjun Patel,Home Office,United States,Houston,Illinois,47173,Central,OFF-ENV-008,Office Supplies,Envelopes,Envelopes Product 8,212.3451850793993,5,0.0,42.3150611123907,2016,19.92748792329264,2016,Apr,4,2016-04,3
808,US-2015-100417,2016-04-27 19:47:36,2016-04-30 19:47:36,Second Class,CUST-00324,Arjun Patel,Home Office,United States,Houston,Illinois,79952,Central,TEC-PHO-001,Technology,Phones,Phones Product 1,342.4761007799239,1,0.0,54.47182144036083,2016,15.90529129370244,2016,Apr,4,2016-04,3
809,US-2015-100417,2016-04-27 19:47:36,2016-04-30 19:47:36,Second Class,CUST-00324,Arjun Patel,Home Office,United States,Houston,Illinois,73915,Central,OFF-ENV-008,Office Supplies,Envelopes,Envelopes Product 8,77.48526299397369,1,0.1,9.052310765441243,2016,11.682622495770936,2016,Apr,4,2016-04,3
810,US-2016-100418,2015-03-03 07:09:38,2015-03-05 07:09:38,First Class,CUST-00526,Vihaan Kumar,Consumer,United States,Detroit,Ohio,46317,Central,FUR-TAB-007,Furniture,Tables,Tables Product 7,1135.5810623667635,4,0.0,77.40421890206298,2015,6.816265387583877,2015,Mar,3,2015-03,2
811,US-2017-100419,2014-01-10 06:32:05,2014-01-13 06:32:05,Same Day,CUST-00727,Aarav Mehta,Consumer,United States,Las Vegas,California,71827,West,OFF-FAS-003,Office Supplies,Fasteners,Fasteners Product 3,80.95172031621001,2,0.3,-4.128714185477375,2014,-5.1002179686237366,2014,Jan,1,2014-01,3
812,US-2017-100419,2014-01-10 06:32:05,2014-01-13 06:32:05,Same Day,CUST-00727,Aarav Mehta,Consumer,United States,Las Vegas,California,35499,West,FUR-CHA-005,Furniture,Chairs,Chairs Product 5,239.64026745986988,1,0.5,-34.64610022186402,2014,-14.457545298669745,2014,Jan,1,2014-01,3
813,US-2017-100419,2014-01-10 06:32:05,2014-01-13 06:32:05,Same Day,CUST-00727,Aarav Mehta,Consumer,United States,Las Vegas,California,54938,West,FUR-BOO-001,Furniture,Bookcases,Bookcases Product 1,1078.1675274591278,8,0.4,-164.5747592894605,2014,-15.264303097433007,2014,Jan,1,2014-01,3
814,US-2017-100419,2014-01-10 06:32:05,2014-01-13 06:32:05,Same Day,CUST-00727,Aarav Mehta,Consumer,United States,Las Vegas,California,56028,West,OFF-APP-005,Office Supplies,Appliances,Appliances Product 5,270.2519269718895,3,0.1,20.547501535553486,2014,7.6030915915322055,2014,Jan,1,2014-01,3
815,US-2014-100420,2015-09-03 03:56:25,2015-09-05 03:56:25,Standard Class,CUST-00546,Diya Sharma,Home Office,United States,Las Vegas,California,85052,West,FUR-TAB-007,Furniture,Tables,Tables Product 7,175.35245212486666,2,0.0,16.801386522889505,2015,9.581495051421015,2015,Sep,9,2015-09,2
816,US-2015-100421,2016-10-02 14:40:58,2016-10-03 14:40:58,Second Class,CUST-00068,Meera Nair,Home Office,United States,Charleston,South Carolina,47844,South,OFF-SUP-004,Office Supplies,Supplies,Supplies Product 4,23.95517487284012,1,0.2,1.2680268543907822,2016,5.2933316543159314,2016,Oct,10,2016-10,1
817,US-2016-100422,2014-06-21 00:24:14,2014-06-24 00:24:14,Standard Class,CUST-00211,Vihaan Kumar,Consumer,United States,Austin,Minnesota,63805,Central,OFF-PAP-006,Office Supplies,Paper,Paper Product 6,77.25927814661412,3,0.5,-12.889149174232935,2014,-16.68297903298207,2014,Jun,6,2014-06,3
818,US-2016-100422,2014-06-21 00:24:14,2014-06-24 00:24:14,Standard Class,CUST-00211,Vihaan Kumar,Consumer,United States,Austin,Minnesota,43827,Central,FUR-FUR-006,Furniture,Furnishings,Furnishings Product 6,134.8090410539288,3,0.15,-3.214373584903523,2014,-2.384390215799881,2014,Jun,6,2014-06,3
819,US-2017-100423,2017-02-01 08:07:16,2017-02-02 08:07:16,Standard Class,CUST-00557,Diya Sharma,Consumer,United States,Boise,Utah,86056,West,OFF-ENV-003,Office Supplies,Envelopes,Envelopes Product 3,92.36278671263706,2,0.2,10.189212005541696,2017,11.031728651976252,2017,Feb,2,2017-02,1
820,US-2017-100423,2017-02-01 08:07:16,2017-02-02 08:07:16,Standard Class,CUST-00557,Diya Sharma,Consumer,United States,Boise,Utah,12004,West,FUR-TAB-007,Furniture,Tables,Tables Product 7,219.2131508674782,3,0.0,12.663291207074884,2017,5.776702336042911,2017,Feb,2,2017-02,1
821,US-2017-100423,2017-02-01 08:07:16,2017-02-02 08:07:16,Standard Class,CUST-00557,Diya Sharma,Consumer,United States,Boise,Utah,57874,West,OFF-ENV-008,Office Supplies,Envelopes,Envelopes Product 8,344.8881941314187,8,0.6,-72.57068700484918,2017,-21.041800861758787,2017,Feb,2,2017-02,1
822,US-2014-100424,2014-08-14 08:35:11,2014-08-16 08:35:11,Second Class,CUST-00381,Kabir Singh,Corporate,United States,San Francisco,Utah,20652,West,FUR-FUR-007,Furniture,Furnishings,Furnishings Product 7,1551.5221670136054,5,0.4,-356.5263111827327,2014,-22.97913099552939,2014,Aug,8,2014-08,2
823,US-2014-100424,2014-08-14 08:35:11,2014-08-16 08:35:11,Second Class,CUST-00381,Kabir Singh,Corporate,United States,San Francisco,Utah,41816,West,OFF-BIN-003,Office Supplies,Binders,Binders Product 3,117.17986981742688,2,0.15,2.366773042600497,2014,2.0197778392210783,2014,Aug,8,2014-08,2
824,US-2014-100424,2014-08-14 08:35:11,2014-08-16 08:35:11,Second Class,CUST-00381,Kabir Singh,Corporate,United States,San Francisco,Utah,79557,West,OFF-STO-006,Office Supplies,Storage,Storage Product 6,14.77754182580698,1,0.3,-1.542303538256521,2014,-10.436807125547066,2014,Aug,8,2014-08,2
825,US-2015-100425,2016-09-18 08:59:33,2016-09-19 08:59:33,Standard Class,CUST-00759,Neha Joshi,Consumer,United States,San Antonio,Illinois,98664,Central,TEC-PHO-008,Technology,Phones,Phones Product 8,2016.3648823726708,4,0.0,356.9720531085768,2016,17.703742821017855,2016,Sep,9,2016-09,1
826,US-2016-100426,2017-02-28 22:36:35,2017-03-03 22:36:35,Standard Class,CUST-00419,Neha Joshi,Consumer,United States,San Antonio,Indiana,56541,Central,OFF-STO-004,Office Supplies,Storage,Storage Product 4,15.817362237439308,1,0.0,3.5315341592060068,2017,22.326947478303,2017,Feb,2,2017-02,3
827,US-2017-100427,2016-12-27 00:57:29,2017-01-01 00:57:29,Standard Class,CUST-00596,Aarav Mehta,Consumer,United States,San Diego,Arizona,47849,West,OFF-FAS-007,Office Supplies,Fasteners,Fasteners Product 7,43.86259066139399,1,0.5,-7.620260253776095,2016,-17.373028220339773,2016,Dec,12,2016-12,5
828,US-2017-100427,2016-12-27 00:57:29,2017-01-01 00:57:29,Standard Class,CUST-00596,Aarav Mehta,Consumer,United States,San Diego,Arizona,89502,West,TEC-MAC-002,Technology,Machines,Machines Product 2,3915.354117727589,5,0.3,138.32344578144634,2016,3.5328463689952807,2016,Dec,12,2016-12,5
829,US-2014-100428,2016-06-07 23:24:47,2016-06-09 23:24:47,Standard Class,CUST-00047,Rohan Gupta,Corporate,United States,Buffalo,New York,77918,East,FUR-FUR-001,Furniture,Furnishings,Furnishings Product 1,216.87609372872475,5,0.3,-11.344257294259132,2016,-5.23075508195425,2016,Jun,6,2016-06,2
830,US-2015-100429,2014-03-02 19:30:30,2014-03-04 19:30:30,Standard Class,CUST-00230,Ishita Kapoor,Consumer,United States,Newark,Virginia,27126,East,OFF-ART-001,Office Supplies,Art,Art Product 1,115.296655634583,5,0.4,-2.7323090195577007,2014,-2.3698076969529636,2014,Mar,3,2014-03,2
831,US-2016-100430,2015-03-09 23:57:12,2015-03-12 23:57:12,Standard Class,CUST-00578,Neha Joshi,Corporate,United States,San Antonio,Illinois,93035,Central,FUR-FUR-008,Furniture,Furnishings,Furnishings Product 8,200.2323570274258,1,0.0,-2.392401470417952,2015,-1.1948126196657942,2015,Mar,3,2015-03,3
832,US-2016-100430,2015-03-09 23:57:12,2015-03-12 23:57:12,Standard Class,CUST-00578,Neha Joshi,Corporate,United States,San Antonio,Illinois,90954,Central,OFF-STO-006,Office Supplies,Storage,Storage Product 6,78.46999367396266,2,0.15,7.267122286460252,2015,9.261020609552533,2015,Mar,3,2015-03,3
833,US-2017-100431,2014-05-30 07:51:05,2014-05-30 07:51:05,Standard Class,CUST-00476,Diya Sharma,Corporate,United States,Seattle,Oregon,23889,West,FUR-FUR-003,Furniture,Furnishings,Furnishings Product 3,226.6228913826051,3,0.2,-10.900938120937049,2014,-4.8101663757052275,2014,May,5,2014-05,0
834,US-2017-100431,2014-05-30 07:51:05,2014-05-30 07:51:05,Standard Class,CUST-00476,Diya Sharma,Corporate,United States,Seattle,Oregon,93770,West,OFF-BIN-007,Office Supplies,Binders,Binders Product 7,71.96303158348287,4,0.05,11.576936504104212,2014,16.087338525578986,2014,May,5,2014-05,0
835,US-2017-100431,2014-05-30 07:51:05,2014-05-30 07:51:05,Standard Class,CUST-00476,Diya Sharma,Corporate,United States,Seattle,Oregon,85490,West,OFF-LAB-006,Office Supplies,Labels,Labels Product 6,67.53613716310525,2,0.8,-27.23999454272071,2014,-40.333954068077524,2014,May,5,2014-05,0
836,US-2014-100432,2015-08-07 17:19:02,2015-08-12 17:19:02,Standard Class,CUST-00088,Ananya Verma,Consumer,United States,Wilmington,Pennsylvania,38794,East,OFF-PAP-001,Office Supplies,Paper,Paper Product 1,51.89335847263371,3,0.0,8.696096161153132,2015,16.757628369223923,2015,Aug,8,2015-08,5
837,US-2015-100433,2017-03-27 09:12:53,2017-03-28 09:12:53,Second Class,CUST-00730,Kabir Singh,Consumer,United States,Salt Lake City,Colorado,50390,West,OFF-STO-005,Office Supplies,Storage,Storage Product 5,76.91242934321015,2,0.0,14.875886649260504,2017,19.341329842643635,2017,Mar,3,2017-03,1
838,US-2016-100434,2015-05-30 18:30:40,2015-06-05 18:30:40,First Class,CUST-00051,Kavya Iyer,Consumer,United States,Raleigh,Georgia,78461,South,TEC-PHO-005,Technology,Phones,Phones Product 5,1244.2383170624762,7,0.3,-29.39145114775712,2015,-2.3622043096331766,2015,May,5,2015-05,6
839,US-2017-100435,2016-04-28 08:26:57,2016-05-01 08:26:57,Standard Class,CUST-00533,Vihaan Kumar,Consumer,United States,Milwaukee,Ohio,13681,Central,OFF-BIN-006,Office Supplies,Binders,Binders Product 6,1660.594343607415,10,0.0,374.2254105883459,2016,22.535630813687593,2016,Apr,4,2016-04,3
840,US-2014-100436,2015-05-20 00:33:52,2015-05-23 00:33:52,Standard Class,CUST-00421,Arjun Patel,Consumer,United States,Dallas,Wisconsin,83326,Central,OFF-ART-001,Office Supplies,Art,Art Product 1,255.80977750232083,4,0.4,-56.8474892271793,2015,-22.222563102250287,2015,May,5,2015-05,3
841,US-2014-100436,2015-05-20 00:33:52,2015-05-23 00:33:52,Standard Class,CUST-00421,Arjun Patel,Consumer,United States,Dallas,Wisconsin,75213,Central,FUR-BOO-007,Furniture,Bookcases,Bookcases Product 7,127.17026244282984,1,0.0,21.128563894292952,2015,16.614390415205303,2015,May,5,2015-05,3
842,US-2015-100437,2017-08-06 22:58:48,2017-08-09 22:58:48,Second Class,CUST-00610,Neha Joshi,Corporate,United States,Cleveland,Missouri,53380,Central,TEC-COP-002,Technology,Copiers,Copiers Product 2,420.26717368764497,1,0.0,115.51176893059434,2017,27.485317950729627,2017,Aug,8,2017-08,3
